_id,zone_id,humidity,temperature,soil_moisture,soil_moisture_10cm,soil_moisture_30cm,soil_moisture_60cm,light,wind_speed,rainfall,rainfall_intensity,created_at
695fb601add431cf4f198b11,zone-1,62.9,20.8,81.9,81.9,100.0,100.0,38.0,3.0,True,heavy,2026-01-08T13:49:53.744000
695fb606add431cf4f198b12,zone-1,61.1,20.0,87.8,87.8,100.0,100.0,22.0,3.2,True,heavy,2026-01-08T13:49:58.758000
6963d4b410e6e283c1224abb,zone-1,62.2,19.1,70.6,70.6,73.8,76.0,2.0,3.0,True,light,2026-01-11T16:49:56.476000
6963d4b910e6e283c1224abc,zone-1,69.3,20.4,75.4,75.4,75.1,76.5,39.0,8.5,True,light,2026-01-11T16:50:01.671000
6963d4be10e6e283c1224abd,zone-1,68.2,23.9,78.3,78.3,76.4,77.7,30.0,9.9,True,moderate,2026-01-11T16:50:06.690000
6963d4c310e6e283c1224abe,zone-1,62.6,23.0,84.4,84.4,79.5,78.3,450.0,4.6,True,moderate,2026-01-11T16:50:11.758000
6963d4c810e6e283c1224abf,zone-1,72.6,27.4,88.1,88.1,81.0,78.2,20093.0,9.1,True,light,2026-01-11T16:50:16.800000
6963d4cd10e6e283c1224ac0,zone-1,61.0,28.1,88.2,88.2,81.7,78.1,39761.0,3.2,True,light,2026-01-11T16:50:21.815000
6963d4d210e6e283c1224ac1,zone-1,62.2,29.7,89.0,89.0,80.8,77.7,59821.0,9.1,True,moderate,2026-01-11T16:50:26.854000
6963d4d710e6e283c1224ac2,zone-1,72.3,30.3,88.1,88.1,80.2,76.3,80621.0,11.2,True,moderate,2026-01-11T16:50:31.908000
6963d4dc10e6e283c1224ac3,zone-1,36.7,34.6,80.2,80.2,76.3,73.8,75163.0,5.1,False,none,2026-01-11T16:50:36.953000
6963d4e210e6e283c1224ac4,zone-1,37.5,33.3,73.0,73.0,72.6,71.6,93221.0,3.0,False,none,2026-01-11T16:50:42.009000
6963d4e710e6e283c1224ac5,zone-1,44.1,35.8,65.5,65.5,68.5,68.6,90371.0,10.7,False,none,2026-01-11T16:50:47.065000
6963d4ec10e6e283c1224ac6,zone-1,53.2,35.5,60.6,60.6,65.9,66.9,57074.0,7.7,False,none,2026-01-11T16:50:52.109000
6963d4f110e6e283c1224ac7,zone-1,36.1,36.4,53.7,53.7,63.2,64.8,51841.0,11.2,False,none,2026-01-11T16:50:57.122000
6963d4f610e6e283c1224ac8,zone-1,46.6,34.9,48.4,48.4,60.2,63.4,45677.0,4.2,False,none,2026-01-11T16:51:02.136000
6963d4fb10e6e283c1224ac9,zone-1,48.9,35.0,45.5,45.5,58.3,62.3,21577.0,5.5,False,none,2026-01-11T16:51:07.178000
6963d50010e6e283c1224aca,zone-1,44.1,33.9,43.8,43.8,57.6,61.7,450.0,8.4,False,none,2026-01-11T16:51:12.215000
6963d50510e6e283c1224acb,zone-1,50.2,29.7,42.5,42.5,56.7,61.2,16.0,9.5,False,none,2026-01-11T16:51:17.274000
6963d50a10e6e283c1224acc,zone-1,49.9,28.0,41.3,41.3,56.1,60.9,9.0,7.8,False,none,2026-01-11T16:51:22.313000
6963d50f10e6e283c1224acd,zone-1,39.0,27.5,40.4,40.4,55.5,60.6,44.0,2.4,False,none,2026-01-11T16:51:27.334000
6963d51410e6e283c1224ace,zone-1,49.4,24.9,39.7,39.7,55.1,60.3,9.0,2.2,False,none,2026-01-11T16:51:32.386000
6963d51910e6e283c1224acf,zone-1,50.4,23.8,49.8,49.8,62.1,65.5,6.0,9.1,False,none,2026-01-11T16:51:37.435000
6963d51e10e6e283c1224ad0,zone-1,37.3,20.1,58.1,58.1,70.2,69.8,28.0,7.1,False,none,2026-01-11T16:51:42.459000
6963d52310e6e283c1224ad1,zone-1,50.3,22.2,66.8,66.8,76.8,73.6,9.0,7.5,False,none,2026-01-11T16:51:47.521000
6963d52810e6e283c1224ad2,zone-1,48.7,20.3,77.3,77.3,83.1,79.0,4.0,3.5,False,none,2026-01-11T16:51:52.555000
6963d52d10e6e283c1224ad3,zone-1,39.0,19.6,76.8,76.8,82.9,78.9,42.0,3.7,False,none,2026-01-11T16:51:57.582000
6963d53210e6e283c1224ad4,zone-1,36.6,22.3,75.8,75.8,82.5,78.7,450.0,8.5,False,none,2026-01-11T16:52:02.632000
6963d53710e6e283c1224ad5,zone-1,53.9,20.5,75.2,75.2,82.2,78.5,9.0,6.7,False,none,2026-01-11T16:52:07.652000
6963d53c10e6e283c1224ad6,zone-1,54.5,25.1,74.2,74.2,81.7,78.1,450.0,6.7,False,none,2026-01-11T16:52:12.715000
6963d54110e6e283c1224ad7,zone-1,51.2,24.6,71.8,71.8,80.5,77.4,16827.0,8.4,False,none,2026-01-11T16:52:17.735000
6963d54610e6e283c1224ad8,zone-1,71.2,26.7,71.8,71.8,81.3,77.2,37972.0,4.7,True,heavy,2026-01-11T16:52:22.773000
6963d54b10e6e283c1224ad9,zone-1,74.3,30.0,72.2,72.2,82.1,77.3,49419.0,12.9,True,heavy,2026-01-11T16:52:27.792000
6963d55010e6e283c1224ada,zone-1,71.3,31.2,73.3,73.3,81.9,76.2,63391.0,6.6,True,light,2026-01-11T16:52:32.825000
6963d55510e6e283c1224adb,zone-1,68.1,33.8,70.9,70.9,81.8,74.6,71672.0,3.1,True,light,2026-01-11T16:52:37.880000
6963d55a10e6e283c1224adc,zone-1,64.0,36.9,65.6,65.6,79.6,73.7,78820.0,5.9,True,moderate,2026-01-11T16:52:42.917000
6963d55f10e6e283c1224add,zone-1,71.4,37.6,64.3,64.3,78.0,72.3,63649.0,2.1,True,light,2026-01-11T16:52:47.948000
6963d56510e6e283c1224ade,zone-1,63.1,35.9,63.6,63.6,77.6,71.7,59474.0,9.8,True,heavy,2026-01-11T16:52:53.007000
6963d56a10e6e283c1224adf,zone-1,45.0,36.0,56.7,56.7,74.1,69.7,54338.0,6.4,False,none,2026-01-11T16:52:58.046000
6963d56f10e6e283c1224ae0,zone-1,51.9,33.7,52.6,52.6,71.7,68.5,34080.0,3.5,False,none,2026-01-11T16:53:03.063000
6963d57410e6e283c1224ae1,zone-1,40.3,34.7,49.2,49.2,70.3,67.7,23142.0,2.2,False,none,2026-01-11T16:53:08.095000
6963d57910e6e283c1224ae2,zone-1,61.5,31.8,50.8,50.8,71.2,68.7,450.0,12.7,True,moderate,2026-01-11T16:53:13.126000
6963d57e10e6e283c1224ae3,zone-1,74.9,30.0,54.7,54.7,73.1,69.5,31.0,11.1,True,moderate,2026-01-11T16:53:18.188000
6963d58310e6e283c1224ae4,zone-1,60.3,27.6,58.6,58.6,74.4,70.5,46.0,2.7,True,heavy,2026-01-11T16:53:23.226000
6963d58810e6e283c1224ae5,zone-1,72.5,25.4,60.9,60.9,76.4,71.2,30.0,4.9,True,moderate,2026-01-11T16:53:28.285000
6963d58d10e6e283c1224ae6,zone-1,70.8,23.8,66.6,66.6,79.1,71.8,28.0,10.4,True,light,2026-01-11T16:53:33.322000
6963d59210e6e283c1224ae7,zone-1,65.7,21.2,70.1,70.1,80.9,72.7,33.0,6.1,True,moderate,2026-01-11T16:53:38.356000
6963d59710e6e283c1224ae8,zone-1,63.5,22.6,73.6,73.6,83.4,74.0,5.0,8.0,True,heavy,2026-01-11T16:53:43.417000
6963d59c10e6e283c1224ae9,zone-1,41.5,19.4,73.0,73.0,83.1,73.8,44.0,5.4,False,none,2026-01-11T16:53:48.480000
6963d5a110e6e283c1224aea,zone-1,36.3,19.1,72.6,72.6,82.9,73.6,41.0,3.2,False,none,2026-01-11T16:53:53.510000
6963d5a610e6e283c1224aeb,zone-1,47.4,21.8,71.7,71.7,82.5,73.3,9.0,9.5,False,none,2026-01-11T16:53:58.568000
6963d5ab10e6e283c1224aec,zone-1,52.8,22.8,70.9,70.9,82.1,73.1,12.0,4.3,False,none,2026-01-11T16:54:03.605000
6963d5b010e6e283c1224aed,zone-1,38.5,23.4,70.0,70.0,81.6,72.9,2.0,5.6,False,none,2026-01-11T16:54:08.636000
6963d5b510e6e283c1224aee,zone-1,38.6,24.9,69.0,69.0,81.1,72.7,450.0,5.4,False,none,2026-01-11T16:54:13.681000
6963d5ba10e6e283c1224aef,zone-1,52.1,25.3,66.4,66.4,80.0,72.0,22033.0,5.1,False,none,2026-01-11T16:54:18.715000
6963d5bf10e6e283c1224af0,zone-1,41.5,29.3,62.2,62.2,77.3,70.8,42036.0,10.0,False,none,2026-01-11T16:54:23.774000
6963d5c410e6e283c1224af1,zone-1,46.3,29.2,57.9,57.9,74.9,69.3,45478.0,12.2,False,none,2026-01-11T16:54:28.818000
6963d5c910e6e283c1224af2,zone-1,37.8,31.2,52.0,52.0,71.2,66.9,71761.0,9.0,False,none,2026-01-11T16:54:33.837000
6963d5ce10e6e283c1224af3,zone-1,37.6,32.9,43.8,43.8,67.3,64.2,84376.0,5.4,False,none,2026-01-11T16:54:38.858000
6963d5d310e6e283c1224af4,zone-1,52.3,33.6,36.8,36.8,64.6,62.4,64986.0,4.2,False,none,2026-01-11T16:54:43.916000
6963d5d810e6e283c1224af5,zone-1,54.4,35.0,36.7,36.7,68.0,64.4,80123.0,4.6,False,none,2026-01-11T16:54:48.972000
6963d5de10e6e283c1224af6,zone-1,53.9,34.7,39.2,39.2,70.4,67.1,72845.0,10.3,False,none,2026-01-11T16:54:54.024000
6963d5e310e6e283c1224af7,zone-1,48.4,36.6,45.3,45.3,73.7,70.2,47121.0,12.3,False,none,2026-01-11T16:54:59.053000
6963d5e810e6e283c1224af8,zone-1,42.9,36.6,51.2,51.2,76.7,73.1,40696.0,12.0,False,none,2026-01-11T16:55:04.113000
6963d5ed10e6e283c1224af9,zone-1,37.3,35.1,57.8,57.8,82.8,76.4,22680.0,12.7,False,none,2026-01-11T16:55:09.148000
6963d5f210e6e283c1224afa,zone-1,44.6,30.8,68.1,68.1,88.2,80.3,450.0,8.1,False,none,2026-01-11T16:55:14.187000
6963d5f710e6e283c1224afb,zone-1,50.4,30.8,77.4,77.4,94.7,85.7,24.0,3.8,False,none,2026-01-11T16:55:19.213000
6963d5fc10e6e283c1224afc,zone-1,50.8,28.3,76.1,76.1,94.3,85.3,22.0,3.6,False,none,2026-01-11T16:55:24.256000
6963d60110e6e283c1224afd,zone-1,46.0,27.7,75.0,75.0,93.7,85.0,22.0,2.0,False,none,2026-01-11T16:55:29.308000
6963d60610e6e283c1224afe,zone-1,38.4,22.2,74.1,74.1,93.2,84.8,5.0,6.9,False,none,2026-01-11T16:55:34.369000
6963d60b10e6e283c1224aff,zone-1,42.1,22.5,73.3,73.3,92.9,84.6,11.0,3.5,False,none,2026-01-11T16:55:39.433000
6963d61010e6e283c1224b00,zone-1,73.0,19.3,76.5,76.5,94.3,85.1,22.0,5.8,True,moderate,2026-01-11T16:55:44.467000
6963d61510e6e283c1224b01,zone-1,65.0,20.1,82.2,82.2,96.8,85.5,9.0,9.4,True,moderate,2026-01-11T16:55:49.527000
6963d61a10e6e283c1224b02,zone-1,70.7,19.8,87.4,87.4,98.6,85.8,48.0,10.7,True,heavy,2026-01-11T16:55:54.554000
6963d61f10e6e283c1224b03,zone-1,64.5,18.9,90.6,90.6,100.0,86.3,10.0,5.1,True,moderate,2026-01-11T16:55:59.616000
6963d62410e6e283c1224b04,zone-1,74.9,22.4,93.2,93.2,100.0,86.5,20.0,9.2,True,moderate,2026-01-11T16:56:04.633000
6963d62910e6e283c1224b05,zone-1,62.7,20.6,98.4,98.4,100.0,87.7,34.0,6.4,True,moderate,2026-01-11T16:56:09.662000
6963d62e10e6e283c1224b06,zone-1,72.2,22.3,100.0,100.0,100.0,88.9,450.0,5.6,True,heavy,2026-01-11T16:56:14.676000
6963d63310e6e283c1224b07,zone-1,74.7,27.0,100.0,100.0,100.0,88.9,19299.0,11.9,True,light,2026-01-11T16:56:19.740000
6963d63810e6e283c1224b08,zone-1,68.4,27.8,100.0,100.0,100.0,88.4,36512.0,5.0,True,heavy,2026-01-11T16:56:24.802000
6963d63d10e6e283c1224b09,zone-1,46.8,28.2,95.3,95.3,96.8,86.9,56269.0,12.3,False,none,2026-01-11T16:56:29.866000
6963d64210e6e283c1224b0a,zone-1,40.3,33.8,87.8,87.8,93.1,85.3,62471.0,7.0,False,none,2026-01-11T16:56:34.932000
6963d64710e6e283c1224b0b,zone-1,65.5,33.9,88.1,88.1,92.5,84.5,78585.0,2.3,True,light,2026-01-11T16:56:39.969000
6963d64c10e6e283c1224b0c,zone-1,71.0,36.5,87.2,87.2,91.1,83.7,64748.0,3.2,True,moderate,2026-01-11T16:56:44.981000
6963d65210e6e283c1224b0d,zone-1,65.5,37.4,87.6,87.6,89.0,82.9,69148.0,5.5,True,moderate,2026-01-11T16:56:50.039000
6963d65710e6e283c1224b0e,zone-1,37.2,35.1,82.6,82.6,86.1,81.4,59567.0,3.5,False,none,2026-01-11T16:56:55.071000
6963d65c10e6e283c1224b0f,zone-1,44.9,37.0,77.2,77.2,83.2,79.5,50788.0,9.4,False,none,2026-01-11T16:57:00.125000
6963d66110e6e283c1224b10,zone-1,49.0,33.1,71.7,71.7,81.1,78.2,46217.0,3.5,False,none,2026-01-11T16:57:05.141000
6963d66610e6e283c1224b11,zone-1,38.8,34.7,69.4,69.4,79.6,77.5,17456.0,4.3,False,none,2026-01-11T16:57:10.162000
6963d66b10e6e283c1224b12,zone-1,43.2,30.9,67.8,67.8,78.7,77.1,450.0,9.8,False,none,2026-01-11T16:57:15.180000
6963d67010e6e283c1224b13,zone-1,71.0,28.2,71.6,71.6,81.4,78.3,36.0,3.7,True,moderate,2026-01-11T16:57:20.239000
6963d67510e6e283c1224b14,zone-1,66.3,27.3,74.2,74.2,82.6,78.9,12.0,12.9,True,heavy,2026-01-11T16:57:25.296000
6963d67a10e6e283c1224b15,zone-1,60.1,26.9,79.2,79.2,84.0,79.3,22.0,2.4,True,light,2026-01-11T16:57:30.315000
6963d67f10e6e283c1224b16,zone-1,69.1,25.3,83.1,83.1,86.5,80.3,25.0,6.0,True,moderate,2026-01-11T16:57:35.362000
6963d68410e6e283c1224b17,zone-1,72.8,21.3,88.5,88.5,88.9,80.9,29.0,3.5,True,light,2026-01-11T16:57:40.395000
6963d68910e6e283c1224b18,zone-1,71.9,19.5,91.4,91.4,92.0,81.5,15.0,7.7,True,moderate,2026-01-11T16:57:45.425000
6963d68e10e6e283c1224b19,zone-1,72.4,20.4,95.7,95.7,94.6,82.7,42.0,6.0,True,heavy,2026-01-11T16:57:50.491000
6963d69310e6e283c1224b1a,zone-1,66.0,22.0,98.4,98.4,96.9,83.7,25.0,5.9,True,moderate,2026-01-11T16:57:55.541000
6963d69810e6e283c1224b1b,zone-1,63.9,19.1,100.0,100.0,98.3,84.0,2.0,10.1,True,moderate,2026-01-11T16:58:00.596000
6963d69d10e6e283c1224b1c,zone-1,71.6,21.9,100.0,100.0,100.0,84.9,17.0,4.3,True,moderate,2026-01-11T16:58:05.651000
6963d6a210e6e283c1224b1d,zone-1,49.8,23.1,99.1,99.1,99.6,84.6,28.0,8.5,False,none,2026-01-11T16:58:10.692000
6963d6a710e6e283c1224b1e,zone-1,63.9,23.8,100.0,100.0,100.0,85.4,450.0,11.8,True,moderate,2026-01-11T16:58:15.721000
6963d6ac10e6e283c1224b1f,zone-1,61.1,25.4,100.0,100.0,100.0,85.7,23563.0,6.9,True,moderate,2026-01-11T16:58:20.755000
6963d6b110e6e283c1224b20,zone-1,67.2,28.1,99.8,99.8,100.0,85.4,41911.0,11.6,True,light,2026-01-11T16:58:25.800000
6963d6b610e6e283c1224b21,zone-1,65.4,30.6,99.9,99.9,98.6,85.1,63934.0,9.8,True,heavy,2026-01-11T16:58:30.863000
6963d6bb10e6e283c1224b22,zone-1,71.5,33.9,100.0,100.0,97.8,83.9,66598.0,8.1,True,moderate,2026-01-11T16:58:35.905000
6963d6c010e6e283c1224b23,zone-1,74.6,32.4,98.8,98.8,98.0,82.9,64624.0,2.5,True,light,2026-01-11T16:58:40.955000
6963d6c510e6e283c1224b24,zone-1,60.6,34.4,92.7,92.7,95.6,81.5,87091.0,8.4,True,light,2026-01-11T16:58:45.994000
6963d6cb10e6e283c1224b25,zone-1,50.4,36.5,85.5,85.5,92.5,78.9,74403.0,8.8,False,none,2026-01-11T16:58:51.028000
6963d6d010e6e283c1224b26,zone-1,52.2,34.1,77.9,77.9,88.0,76.4,83036.0,5.7,False,none,2026-01-11T16:58:56.050000
6963d6d510e6e283c1224b27,zone-1,36.3,36.0,71.1,71.1,85.5,74.6,58337.0,7.0,False,none,2026-01-11T16:59:01.084000
6963d6da10e6e283c1224b28,zone-1,53.2,35.4,65.6,65.6,82.9,73.2,47412.0,5.1,False,none,2026-01-11T16:59:06.119000
6963d6df10e6e283c1224b29,zone-1,48.3,35.4,63.0,63.0,81.2,72.2,18581.0,4.5,False,none,2026-01-11T16:59:11.161000
6963d6e410e6e283c1224b2a,zone-1,44.4,31.6,61.4,61.4,80.5,71.7,450.0,7.4,False,none,2026-01-11T16:59:16.229000
6963d6e910e6e283c1224b2b,zone-1,52.3,28.8,60.4,60.4,79.9,71.4,16.0,3.6,False,none,2026-01-11T16:59:21.297000
6963d6ee10e6e283c1224b2c,zone-1,39.8,29.5,59.1,59.1,79.4,70.9,12.0,5.9,False,none,2026-01-11T16:59:26.360000
6963d6f310e6e283c1224b2d,zone-1,51.2,24.9,58.2,58.2,78.9,70.7,8.0,5.9,False,none,2026-01-11T16:59:31.427000
6963d6f810e6e283c1224b2e,zone-1,42.5,23.1,57.3,57.3,78.5,70.4,36.0,5.7,False,none,2026-01-11T16:59:36.462000
6963d6fd10e6e283c1224b2f,zone-1,53.3,21.6,56.4,56.4,78.0,70.2,9.0,9.0,False,none,2026-01-11T16:59:41.508000
6963d70210e6e283c1224b30,zone-1,39.4,22.1,55.5,55.5,77.5,69.8,46.0,12.5,False,none,2026-01-11T16:59:46.564000
6963d70710e6e283c1224b31,zone-1,45.8,21.9,54.6,54.6,77.1,69.6,2.0,8.8,False,none,2026-01-11T16:59:51.596000
6963d70c10e6e283c1224b32,zone-1,46.5,18.9,53.7,53.7,76.6,69.3,34.0,11.8,False,none,2026-01-11T16:59:56.629000
6963d71110e6e283c1224b33,zone-1,48.1,21.7,53.2,53.2,76.4,69.2,450.0,2.1,False,none,2026-01-11T17:00:01.692000
6963d71610e6e283c1224b34,zone-1,36.9,20.6,52.4,52.4,76.0,69.0,450.0,8.7,False,none,2026-01-11T17:00:06.729000
6963d71b10e6e283c1224b35,zone-1,70.3,22.2,57.5,57.5,78.0,69.6,24.0,9.1,True,moderate,2026-01-11T17:00:11.749000
6963d72010e6e283c1224b36,zone-1,68.8,23.7,62.3,62.3,79.7,70.8,450.0,10.3,True,moderate,2026-01-11T17:00:16.814000
6963d72510e6e283c1224b37,zone-1,72.7,26.5,64.5,64.5,80.2,71.6,18701.0,4.4,True,heavy,2026-01-11T17:00:21.870000
6963d72a10e6e283c1224b38,zone-1,69.1,28.6,66.4,66.4,79.6,70.9,42777.0,8.1,True,moderate,2026-01-11T17:00:26.933000
6963d72f10e6e283c1224b39,zone-1,62.0,29.6,65.2,65.2,78.3,70.5,49975.0,3.5,True,heavy,2026-01-11T17:00:31.971000
6963d73510e6e283c1224b3a,zone-1,60.7,30.7,62.5,62.5,78.7,69.9,66942.0,2.7,True,moderate,2026-01-11T17:00:37.011000
6963d73a10e6e283c1224b3b,zone-1,42.2,35.2,53.5,53.5,75.2,67.9,80245.0,7.2,False,none,2026-01-11T17:00:42.037000
6963d73f10e6e283c1224b3c,zone-1,70.4,36.1,48.5,48.5,74.0,66.6,82007.0,4.4,True,moderate,2026-01-11T17:00:47.088000
6963d74410e6e283c1224b3d,zone-1,71.0,36.3,45.8,45.8,72.7,64.7,82524.0,4.5,True,light,2026-01-11T17:00:52.131000
6963d74910e6e283c1224b3e,zone-1,63.9,37.6,45.0,45.0,72.3,63.6,63389.0,5.6,True,moderate,2026-01-11T17:00:57.172000
6963d74e10e6e283c1224b3f,zone-1,71.1,34.1,43.7,43.7,72.1,63.2,51586.0,6.1,True,heavy,2026-01-11T17:01:02.209000
6963d75310e6e283c1224b40,zone-1,64.1,34.3,43.8,43.8,71.7,62.8,46548.0,7.3,True,heavy,2026-01-11T17:01:07.245000
6963d75810e6e283c1224b41,zone-1,55.0,34.9,41.0,41.0,70.0,62.0,21051.0,4.5,False,none,2026-01-11T17:01:12.301000
6963d75d10e6e283c1224b42,zone-1,52.0,30.1,39.4,39.4,69.4,61.5,450.0,12.6,False,none,2026-01-11T17:01:17.331000
6963d76210e6e283c1224b43,zone-1,44.7,29.9,47.7,47.7,76.4,65.5,22.0,9.1,False,none,2026-01-11T17:01:22.377000
6963d76710e6e283c1224b44,zone-1,39.8,29.6,56.3,56.3,81.9,70.4,45.0,11.7,False,none,2026-01-11T17:01:27.435000
6963d76c10e6e283c1224b45,zone-1,40.4,27.1,67.3,67.3,89.6,76.0,1.0,5.0,False,none,2026-01-11T17:01:32.464000
6963d77110e6e283c1224b46,zone-1,42.4,25.8,74.2,74.2,96.3,80.9,12.0,9.9,False,none,2026-01-11T17:01:37.521000
6963d77610e6e283c1224b47,zone-1,42.5,24.3,73.5,73.5,96.0,80.6,25.0,2.6,False,none,2026-01-11T17:01:42.549000
6963d77b10e6e283c1224b48,zone-1,50.9,22.3,72.5,72.5,95.5,80.3,9.0,10.3,False,none,2026-01-11T17:01:47.611000
6963d78010e6e283c1224b49,zone-1,47.5,20.2,71.6,71.6,95.0,80.1,18.0,10.0,False,none,2026-01-11T17:01:52.669000
6963d78510e6e283c1224b4a,zone-1,53.9,18.8,70.9,70.9,94.7,79.9,23.0,10.3,False,none,2026-01-11T17:01:57.726000
6963d78a10e6e283c1224b4b,zone-1,41.4,20.6,70.0,70.0,94.3,79.7,8.0,8.1,False,none,2026-01-11T17:02:02.780000
6963d78f10e6e283c1224b4c,zone-1,48.7,21.1,69.2,69.2,93.9,79.4,25.0,11.7,False,none,2026-01-11T17:02:07.808000
6963d79410e6e283c1224b4d,zone-1,37.6,22.8,68.3,68.3,93.3,79.2,27.0,8.8,False,none,2026-01-11T17:02:12.848000
6963d79910e6e283c1224b4e,zone-1,42.1,22.4,67.5,67.5,92.8,78.9,450.0,12.9,False,none,2026-01-11T17:02:17.901000
6963d79e10e6e283c1224b4f,zone-1,43.4,25.5,64.7,64.7,91.6,78.1,16958.0,9.3,False,none,2026-01-11T17:02:22.952000
6963d7a410e6e283c1224b50,zone-1,36.0,29.6,60.1,60.1,89.7,76.5,43970.0,10.3,False,none,2026-01-11T17:02:28.014000
6963d7a910e6e283c1224b51,zone-1,37.8,30.3,53.8,53.8,87.0,75.0,60271.0,4.6,False,none,2026-01-11T17:02:33.041000
6963d7ae10e6e283c1224b52,zone-1,39.5,33.3,45.6,45.6,82.9,72.9,81669.0,4.2,False,none,2026-01-11T17:02:38.101000
6963d7b310e6e283c1224b53,zone-1,37.3,31.7,35.7,35.7,78.1,70.0,92443.0,12.5,False,none,2026-01-11T17:02:43.150000
6963d7b810e6e283c1224b54,zone-1,43.7,35.2,37.8,37.8,79.6,71.7,93216.0,4.5,False,none,2026-01-11T17:02:48.175000
6963d7bd10e6e283c1224b55,zone-1,52.1,37.6,40.3,40.3,83.7,75.0,72919.0,4.6,False,none,2026-01-11T17:02:53.235000
6963d7c210e6e283c1224b56,zone-1,36.0,35.9,43.3,43.3,88.5,77.8,79568.0,4.7,False,none,2026-01-11T17:02:58.253000
6963d7c710e6e283c1224b57,zone-1,40.0,37.4,46.3,46.3,93.1,81.3,57851.0,7.3,False,none,2026-01-11T17:03:03.292000
6963d7cc10e6e283c1224b58,zone-1,35.0,33.1,53.2,53.2,97.4,83.9,39559.0,5.1,False,none,2026-01-11T17:03:08.333000
6963d7d110e6e283c1224b59,zone-1,40.5,35.5,61.1,61.1,100.0,88.7,18659.0,3.3,False,none,2026-01-11T17:03:13.372000
6963d7d610e6e283c1224b5a,zone-1,47.3,30.0,69.9,69.9,100.0,92.7,450.0,12.6,False,none,2026-01-11T17:03:18.400000
6963d7db10e6e283c1224b5b,zone-1,42.3,28.3,78.0,78.0,100.0,97.4,42.0,7.1,False,none,2026-01-11T17:03:23.464000
6963d7e010e6e283c1224b5c,zone-1,43.7,28.2,76.9,76.9,99.4,97.0,40.0,7.7,False,none,2026-01-11T17:03:28.518000
6963d7e510e6e283c1224b5d,zone-1,45.1,24.4,75.9,75.9,99.0,96.8,33.0,3.9,False,none,2026-01-11T17:03:33.561000
6963d7ea10e6e283c1224b5e,zone-1,40.5,24.0,75.1,75.1,98.5,96.5,41.0,7.4,False,none,2026-01-11T17:03:38.573000
6963d7ef10e6e283c1224b5f,zone-1,35.5,22.3,74.1,74.1,98.1,96.3,6.0,7.6,False,none,2026-01-11T17:03:43.588000
6963d7f410e6e283c1224b60,zone-1,46.0,22.9,72.9,72.9,97.6,95.9,44.0,11.6,False,none,2026-01-11T17:03:48.606000
6963d7f910e6e283c1224b61,zone-1,54.5,20.3,72.0,72.0,97.1,95.7,37.0,12.3,False,none,2026-01-11T17:03:53.624000
6963d7fe10e6e283c1224b62,zone-1,54.1,21.6,71.0,71.0,96.6,95.4,5.0,11.2,False,none,2026-01-11T17:03:58.693000
6963d80310e6e283c1224b63,zone-1,35.6,19.4,70.5,70.5,96.4,95.2,19.0,4.7,False,none,2026-01-11T17:04:03.779000
6963d80810e6e283c1224b64,zone-1,48.1,21.9,69.4,69.4,96.0,95.0,17.0,10.9,False,none,2026-01-11T17:04:08.842000
6963d80d10e6e283c1224b65,zone-1,43.5,24.3,68.3,68.3,95.6,94.7,12.0,7.0,False,none,2026-01-11T17:04:13.865000
6963d81210e6e283c1224b66,zone-1,39.4,23.3,67.2,67.2,95.1,94.3,450.0,11.9,False,none,2026-01-11T17:04:18.896000
6963d81710e6e283c1224b67,zone-1,37.9,26.7,64.7,64.7,94.0,93.5,20750.0,2.7,False,none,2026-01-11T17:04:23.923000
6963d81c10e6e283c1224b68,zone-1,50.6,29.9,59.6,59.6,91.4,91.9,41639.0,9.5,False,none,2026-01-11T17:04:28.936000
6963d82110e6e283c1224b69,zone-1,42.5,28.8,53.4,53.4,88.7,90.4,53333.0,6.6,False,none,2026-01-11T17:04:33.974000
6963d82610e6e283c1224b6a,zone-1,44.7,31.7,45.0,45.0,85.2,87.9,78452.0,4.5,False,none,2026-01-11T17:04:38.994000
6963d82c10e6e283c1224b6b,zone-1,46.6,34.5,36.8,36.8,81.7,85.4,79082.0,3.8,False,none,2026-01-11T17:04:44.054000
6963d83110e6e283c1224b6c,zone-1,39.2,34.2,39.6,39.6,85.0,88.2,79995.0,7.1,False,none,2026-01-11T17:04:49.092000
6963d83610e6e283c1224b6d,zone-1,47.4,35.1,39.9,39.9,86.3,91.0,90242.0,5.2,False,none,2026-01-11T17:04:54.115000
6963d83b10e6e283c1224b6e,zone-1,39.9,34.2,42.6,42.6,88.6,94.5,68701.0,4.1,False,none,2026-01-11T17:04:59.176000
6963d84010e6e283c1224b6f,zone-1,47.9,34.2,45.7,45.7,91.9,97.3,66713.0,10.3,False,none,2026-01-11T17:05:04.220000
6963d84510e6e283c1224b70,zone-1,50.9,33.8,51.9,51.9,97.7,100.0,36662.0,6.1,False,none,2026-01-11T17:05:09.273000
6963d84a10e6e283c1224b71,zone-1,49.4,33.4,56.8,56.8,100.0,100.0,20582.0,6.6,False,none,2026-01-11T17:05:14.311000
6963d84f10e6e283c1224b72,zone-1,53.5,32.5,65.0,65.0,100.0,100.0,450.0,2.8,False,none,2026-01-11T17:05:19.367000
6963d85410e6e283c1224b73,zone-1,50.6,31.6,75.1,75.1,100.0,100.0,13.0,2.8,False,none,2026-01-11T17:05:24.400000
